carat,cut,color,clarity,depth,table,price,x,y,z
1,Premium,G,VS2,62.3,58,5242,6.35,6.29,3.94
0.8,Premium,D,SI2,61.1,58,3082,5.94,5.9,3.62
1.58,Ideal,H,VS2,62.7,56,11365,7.44,7.39,4.65
0.37,Very Good,G,SI2,63.3,55,624,4.61,4.58,2.91
0.75,Very Good,F,VVS2,61.1,55,3551,5.85,5.9,3.59
0.46,Very Good,D,SI2,62,60,844,4.89,4.92,3.04
0.39,Ideal,I,IF,60.8,56,865,4.73,4.75,2.88
0.4,Very Good,E,VS2,62,57,912,4.66,4.7,2.9
0.54,Ideal,F,SI1,59.8,57,1369,5.31,5.29,3.17
1.01,Ideal,E,SI2,59.6,60,4604,6.52,6.6,3.91
0.92,Ideal,F,SI1,62.8,56,4232,6.14,6.18,3.87
1.15,Very Good,E,IF,59.2,57,12895,6.78,6.86,4.04
0.32,Ideal,G,VVS2,61.6,55,730,4.41,4.42,2.72
1.24,Premium,D,SI1,59.3,60,6319,7.05,7.01,4.16
0.33,Premium,G,VVS1,62.1,58,868,4.4,4.43,2.74
0.53,Ideal,E,VS2,62.3,57,1956,5.23,5.19,3.25
1.01,Very Good,E,VVS2,61.5,58,9002,6.4,6.44,3.95
1.06,Ideal,F,VVS2,62.1,57,9118,6.54,6.5,4.05
0.71,Good,J,VS1,63.3,55,1881,5.62,5.66,3.57
0.32,Premium,I,VS1,62.6,58,648,4.4,4.38,2.75
1.01,Good,I,VS2,63.9,59,4197,6.29,6.26,4.01
1.11,Very Good,I,SI2,63.7,58,3882,6.57,6.53,4.17
0.91,Very Good,H,VS2,61.6,60,3887,6.19,6.21,3.82
1.5,Very Good,I,SI1,63.1,54,8408,7.34,7.31,4.62
0.7,Ideal,H,VS1,61,56,2492,5.74,5.76,3.51
0.32,Ideal,G,IF,61.3,56,918,4.4,4.44,2.71
0.53,Ideal,F,VS1,61.6,55,1740,5.24,5.21,3.22
0.54,Ideal,F,VVS2,62,55,2454,5.24,5.25,3.25
0.24,Very Good,F,VVS1,61.8,58,478,3.95,3.98,2.45
1,Premium,H,SI2,59.4,60,3080,6.49,6.4,3.83
0.71,Premium,F,SI1,60.2,60,2345,5.79,5.71,3.46
0.33,Ideal,D,VS2,61.8,56,1002,4.48,4.45,2.76
0.51,Ideal,E,SI2,61,56,1205,5.2,5.16,3.16
0.53,Good,H,IF,61.2,65,1440,5.16,5.27,3.19
0.78,Ideal,F,SI1,62.4,54,2700,5.95,5.9,3.7
1.3,Ideal,H,VVS1,62.8,55.2,9232,6.94,6.97,4.36
0.3,Very Good,D,SI1,62.3,57,524,4.26,4.31,2.67
1.12,Good,J,SI1,63.7,61,3880,6.5,6.54,4.15
0.32,Ideal,E,VS2,62.3,56,702,4.38,4.41,2.74
1,Very Good,G,VVS2,61.6,61,7623,6.35,6.38,3.92
0.56,Ideal,I,SI1,61.9,57,1212,5.25,5.29,3.26
0.32,Ideal,H,VVS1,61.6,54,708,4.42,4.45,2.73
0.9,Very Good,D,SI2,62.2,57,3975,6.11,6.15,3.81
0.85,Premium,I,I1,59.6,58,1796,6.24,6.14,3.69
1.6,Premium,H,SI2,59.4,59,8333,7.6,7.55,4.5
0.57,Very Good,E,VS2,63,59,1654,5.25,5.29,3.32
1.01,Ideal,H,SI1,62.1,56,4886,6.38,6.47,3.99
0.3,Ideal,D,SI2,63,55,574,4.26,4.25,2.68
1.21,Ideal,G,VS1,61.4,56,8985,6.9,6.84,4.22
0.7,Ideal,F,SI1,60.6,56,2551,5.72,5.79,3.49
0.42,Ideal,D,SI1,62.3,57,810,4.77,4.8,2.98
0.5,Premium,E,SI1,62,59,1316,5.06,5.1,3.15
0.62,Good,F,VVS2,59.9,62,2131,5.51,5.53,3.3
1.31,Premium,H,SI2,60.8,58,6529,7.13,7.08,4.32
0.4,Ideal,F,SI2,62.1,54,677,4.75,4.78,2.96
0.6,Ideal,G,VS1,61.3,60,2091,5.39,5.41,3.31
0.51,Ideal,E,SI1,62.5,56,1443,5.1,5.07,3.18
0.62,Ideal,D,SI1,62.2,55,1959,5.45,5.51,3.41
0.31,Ideal,F,VS2,61.8,56,625,4.33,4.37,2.69
1.7,Premium,F,VS1,60.6,58,18430,7.68,7.71,4.66
0.7,Very Good,E,SI1,59.1,62,2569,5.74,5.8,3.41
0.7,Ideal,E,VS2,60.5,59,3201,5.72,5.75,3.47
0.3,Ideal,E,VVS2,61.1,56,742,4.34,4.37,2.66
0.3,Premium,H,VVS1,63,58,878,4.25,4.22,2.67
0.31,Very Good,H,VS1,63.1,57,698,4.34,4.31,2.73
1.51,Ideal,H,SI1,61.9,58,10096,7.33,7.37,4.55
1.01,Very Good,G,VS2,62.5,59,6204,6.34,6.37,3.97
1.7,Very Good,J,VS2,62.9,58,9586,7.55,7.59,4.76
0.97,Premium,F,SI2,61.9,58,4063,6.31,6.35,3.92
0.33,Premium,E,SI1,62,60,743,4.43,4.38,2.73
1.1,Ideal,D,VS2,62,56,8959,6.58,6.61,4.09
1,Good,F,VS2,63.2,59,6183,6.3,6.35,4
2.14,Good,I,SI2,63.8,57,14452,8.17,8.14,5.2
0.72,Ideal,I,SI1,61.3,56,2351,5.78,5.81,3.55
0.31,Ideal,G,VVS2,61.8,56,907,4.36,4.31,2.68
0.8,Very Good,D,SI2,63.7,57,2708,5.87,5.9,3.75
0.32,Premium,E,VVS1,61.8,59,1020,4.39,4.35,2.7
0.5,Very Good,E,SI2,60.6,59,1104,5.07,5.12,3.09
0.36,Ideal,E,VS2,62.8,55,1013,4.56,4.49,2.84
0.7,Ideal,F,VVS2,61.9,54.8,3741,5.68,5.72,3.53
1.64,Premium,H,SI1,59.3,61,11159,7.68,7.64,4.54
0.4,Ideal,G,VVS2,62.4,56,982,4.64,4.68,2.91
0.32,Good,I,SI2,63.1,58,374,4.34,4.41,2.76
1.11,Good,H,SI1,64.2,58,4523,6.47,6.53,4.17
0.36,Premium,G,IF,61,59,1074,4.55,4.6,2.79
1.58,Premium,G,VS2,58.2,58,11786,7.68,7.64,4.46
1.51,Premium,H,VS1,62.4,60,10939,7.34,7.27,4.56
0.34,Ideal,G,VS2,61.1,55,765,4.55,4.52,2.77
0.34,Ideal,E,VS2,62.5,55,692,4.45,4.48,2.79
0.33,Ideal,I,VVS2,62.7,54,743,4.45,4.42,2.78
0.42,Ideal,D,SI1,61.7,56,1040,4.83,4.79,2.97
1.04,Ideal,G,VVS2,62.1,55.1,8012,6.5,6.51,4.04
0.37,Ideal,I,VS2,61.2,56,603,4.62,4.66,2.84
0.74,Very Good,F,SI1,61.7,55,2698,5.83,5.87,3.61
2.32,Ideal,I,SI2,62,57,17676,8.49,8.45,5.25
1.01,Very Good,E,SI1,63.1,57,5973,6.4,6.37,4.03
1.15,Ideal,G,SI1,61.7,56,5224,6.72,6.76,4.16
0.43,Good,E,SI2,63.6,55,858,4.83,4.8,3.06
0.64,Ideal,G,SI1,61.6,55,1737,5.55,5.59,3.43
0.34,Very Good,D,VS1,59.8,57,725,4.54,4.59,2.73
0.63,Good,H,VS1,62.9,54,1767,5.47,5.56,3.47
0.55,Premium,F,VS2,62.2,58,1580,5.22,5.26,3.26
0.33,Very Good,D,VVS2,61.9,56,856,4.44,4.48,2.76
2.06,Premium,I,SI2,60.1,58,14982,8.32,8.26,4.98
0.37,Ideal,F,VS2,60.6,56,746,4.63,4.64,2.81
0.57,Ideal,I,IF,61,55,1779,5.38,5.41,3.29
0.4,Ideal,H,SI1,62.6,57,855,4.7,4.66,2.93
2.01,Ideal,H,SI1,62.2,56,18252,8.03,8.05,5
0.46,Ideal,E,VVS1,62.6,57,1586,4.89,4.98,3.09
0.4,Premium,E,VS1,60.1,58,1125,4.76,4.72,2.85
0.43,Very Good,E,SI2,59,60,765,4.9,4.96,2.91
0.57,Premium,H,SI1,59.3,58,1309,5.46,5.4,3.22
0.9,Ideal,E,SI2,62.6,56,3200,6.15,6.06,3.82
0.5,Fair,F,I1,57.5,66,827,5.3,5.17,3.01
0.39,Very Good,F,SI1,60,55,661,4.76,4.79,2.86
0.9,Ideal,G,VS2,62,57,4561,6.19,6.22,3.85
0.9,Ideal,F,SI2,62.4,57,3881,6.23,6.15,3.86
1.03,Very Good,G,SI2,63,57,4315,6.4,6.42,4.04
0.3,Ideal,I,VS1,62.5,54,608,4.32,4.29,2.69
0.72,Good,G,SI2,63.7,59,2333,5.74,5.65,3.63
1.02,Ideal,E,SI1,61.9,55,5702,6.46,6.49,4.01
0.48,Good,D,VS1,59.3,58,1743,5.09,5.13,3.03
0.4,Ideal,F,VVS1,61.4,56,1168,4.77,4.81,2.94
1.2,Premium,E,SI1,60.3,57,7362,6.98,6.84,4.17
0.31,Premium,G,VVS1,60.5,60,1046,4.4,4.33,2.64
0.8,Ideal,F,SI1,60.1,60,3293,5.98,6.03,3.61
0.9,Very Good,G,SI2,60.3,63,3478,6.33,6.25,3.79
1.13,Ideal,E,SI1,62.2,55,6682,6.69,6.66,4.15
0.5,Premium,D,SI1,62.1,58,1654,5.1,5.07,3.16
1.07,Premium,G,SI2,58.5,61,4278,6.71,6.59,3.89
1,Ideal,F,SI1,61.9,56,5292,6.41,6.36,3.95
0.44,Ideal,F,SI2,61.7,54,655,4.9,4.92,3.03
0.36,Premium,E,SI1,62.2,59,589,4.53,4.57,2.83
0.71,Premium,H,SI1,62.5,60,2207,5.75,5.68,3.57
0.4,Ideal,E,VS1,62.1,55,898,4.75,4.79,2.96
1.03,Ideal,D,SI1,62.4,57,5551,6.44,6.47,4.03
0.4,Premium,G,VVS1,62.3,58,1123,4.66,4.72,2.92
0.52,Very Good,I,VS1,61,58,1310,5.18,5.22,3.17
1.05,Very Good,H,SI1,63.2,59,5072,6.39,6.46,4.06
0.7,Ideal,I,VS2,62.2,55,2232,5.66,5.69,3.53
0.31,Ideal,G,SI2,61.7,56,523,4.38,4.34,2.69
2.06,Very Good,G,SI2,62.3,59,18005,8.07,8.2,5.07
0.41,Premium,D,SI2,61.9,58,683,4.71,4.73,2.92
0.77,Ideal,J,VS2,62.5,57,2257,5.8,5.91,3.66
0.74,Ideal,I,VVS1,62.3,55,2715,5.77,5.82,3.61
1.55,Very Good,H,SI1,63.2,57,7066,7.35,7.31,4.64
1,Ideal,G,VS1,62.2,56,6465,6.41,6.35,3.97
0.33,Very Good,G,VS1,63.1,57,854,4.4,4.38,2.77
1.52,Very Good,F,VVS2,63.7,57,16786,7.28,7.31,4.65
2.14,Premium,J,SI2,61.5,59,13326,8.3,8.25,5.11
0.5,Premium,E,SI2,61,62,1097,5.13,5.09,3.12
0.56,Ideal,F,VS1,61.7,56,1915,5.3,5.33,3.28
0.36,Ideal,F,SI1,60.1,56,770,4.67,4.62,2.79
1.51,Very Good,F,SI2,63.2,60,8462,7.2,7.27,4.57
0.52,Ideal,E,IF,61.1,57,3033,5.17,5.21,3.17
0.23,Good,F,VVS2,64.5,55,425,3.83,3.86,2.48
1,Very Good,G,VS2,62.8,62,6386,6.28,6.33,3.96
0.4,Premium,F,VS2,61,58,842,4.72,4.79,2.9
0.5,Very Good,G,VVS1,60.9,57,1843,5.1,5.15,3.12
0.62,Ideal,E,VVS2,62,56,2904,5.48,5.52,3.41
1,Very Good,G,VVS2,59.5,61,7453,6.42,6.46,3.83
0.33,Ideal,I,VVS1,61.7,55.7,570,4.43,4.45,2.74
0.7,Premium,I,VVS1,61.2,59,2513,5.65,5.69,3.47
1.02,Good,G,VS1,57.3,59,5706,6.71,6.65,3.83
1.02,Premium,H,I1,62.5,60,3199,6.41,6.39,4
0.56,Very Good,E,SI2,63.5,57,1259,5.24,5.21,3.32
0.34,Premium,I,VVS2,61.5,60,765,4.49,4.45,2.75
0.62,Ideal,D,SI1,62.2,55,2062,5.51,5.45,3.41
1.11,Ideal,G,IF,61.2,54,10053,6.71,6.73,4.11
0.61,Ideal,D,SI1,62,55,1927,5.44,5.47,3.38
0.7,Ideal,F,VVS1,62.4,55,4341,5.65,5.69,3.54
1.02,Good,E,VS2,63.2,60,6462,6.29,6.34,3.99
1.07,Very Good,G,VS2,62.9,59,6525,6.49,6.52,4.09
0.3,Ideal,G,SI1,62,57,432,4.27,4.31,2.66
0.38,Ideal,G,SI1,62.4,57,855,4.65,4.62,2.89
1.06,Premium,H,VS1,62.1,60,5247,6.52,6.5,4.04
0.36,Premium,F,VS2,60.5,59,932,4.64,4.61,2.8
0.7,Ideal,F,SI1,61.6,56,2319,5.73,5.67,3.51
0.71,Very Good,F,VS2,61.3,56,2709,5.7,5.76,3.51
0.3,Ideal,F,VVS1,61.9,56,814,4.3,4.33,2.67
1.5,Premium,F,VS1,62.2,60,15708,7.27,7.3,4.53
1.03,Ideal,H,SI1,61.1,56,5418,6.5,6.53,3.98
0.26,Good,F,VVS1,64,57,524,4.03,4.06,2.59
0.92,Premium,G,SI2,58.4,58,3648,6.4,6.34,3.73
0.56,Ideal,E,VS2,61.5,57,1819,5.27,5.3,3.25
0.35,Ideal,F,VS2,61.4,54,706,4.54,4.58,2.8
0.31,Premium,E,VS2,61.3,60,680,4.32,4.39,2.67
0.32,Ideal,E,VS2,62.8,54,900,4.38,4.35,2.74
0.41,Very Good,F,VVS1,63.7,54,1169,4.71,4.74,3.01
0.32,Ideal,H,VS1,60.2,56,561,4.44,4.49,2.69
0.32,Good,D,SI1,63.8,55,706,4.36,4.35,2.78
1.24,Very Good,I,VS2,60,58,6134,6.98,7.03,4.2
0.52,Very Good,E,VS2,62.8,55,1621,5.11,5.15,3.22
1.06,Premium,E,VS2,61.3,58,7275,6.52,6.56,4.01
1.46,Fair,G,SI2,64.6,54,5504,7.11,7.03,4.57
0.51,Good,G,SI1,63.1,64,1107,5.08,5.03,3.19
1.5,Premium,G,VS1,62.7,58,13736,7.32,7.2,4.55
0.3,Very Good,G,VS2,62.1,56,541,4.27,4.3,2.66
0.58,Premium,J,VS2,59.5,62,1233,5.44,5.41,3.23
0.7,Good,I,VS1,63.2,55,2274,5.58,5.63,3.54
1.07,Premium,H,SI2,61.2,60,4413,6.53,6.57,4.01
0.28,Very Good,E,VS1,61.4,60,452,4.16,4.24,2.58
1.67,Ideal,G,VS1,61.5,55,16643,7.62,7.67,4.7
0.96,Premium,E,SI2,60.4,56,2961,6.32,6.23,3.79
0.34,Very Good,F,VS2,62.9,55,686,4.46,4.48,2.81
0.7,Very Good,F,VS2,62.3,61,2593,5.55,5.62,3.48
0.33,Ideal,E,VVS1,61.9,54,917,4.43,4.45,2.75
0.8,Premium,F,VS2,62,61,3369,5.99,5.91,3.69
0.33,Ideal,F,VVS2,61.3,56,810,4.44,4.46,2.73
0.3,Ideal,G,VS2,62,56,503,4.29,4.32,2.67
1.22,Good,J,VS1,58.5,61,5356,6.94,7,4.08
1.01,Very Good,F,VS2,63.7,56,6289,6.29,6.34,4.02
1.22,Very Good,E,SI1,63.4,56,5397,6.79,6.76,4.29
0.39,Ideal,I,VVS2,62.3,54,787,4.66,4.69,2.91
0.34,Ideal,G,VS2,61,57,596,4.48,4.5,2.74
1.5,Very Good,H,SI1,63.5,58,7459,7.23,7.17,4.57
0.84,Premium,H,SI2,61.3,58,2628,6.1,6.04,3.72
0.4,Premium,H,VS1,62.6,58,807,4.66,4.73,2.94
0.41,Premium,D,SI2,59.9,60,795,4.8,4.78,2.87
0.32,Ideal,D,SI1,61.9,57,756,4.4,4.36,2.71
0.9,Premium,E,SI2,60.4,59,3924,6.21,6.24,3.76
0.3,Premium,D,SI2,62.3,58,447,4.29,4.32,2.68
1.5,Ideal,G,VS1,61,57,12576,7.32,7.4,4.49
0.31,Premium,I,SI1,59.6,58,418,4.39,4.44,2.63
0.4,Very Good,G,SI2,63.1,59,765,4.7,4.65,2.95
1.05,Premium,G,SI2,61.3,58,4318,6.6,6.55,4.03
0.52,Very Good,E,SI1,62.7,57,1389,5.1,5.14,3.21
2,Good,E,SI2,64.7,57,15393,7.75,7.86,5.05
1.01,Premium,E,SI1,59.9,59,4991,6.49,6.46,3.88
0.71,Ideal,H,SI2,62.1,56,2086,5.76,5.71,3.56
1.1,Ideal,G,VS2,62.5,54,7074,6.59,6.62,4.12
0.73,Premium,E,VS1,61.2,58,3311,5.83,5.77,3.55
0.45,Fair,F,VS2,65.8,55,1102,4.81,4.73,3.14
1.1,Ideal,D,VS2,61.7,56,10350,6.63,6.67,4.1
0.3,Premium,G,VS1,62.9,60,776,4.29,4.26,2.69
0.3,Ideal,H,SI1,62.1,56,450,4.29,4.31,2.67
0.39,Premium,H,VS1,61.7,57,1009,4.68,4.65,2.88
0.4,Ideal,F,VVS2,62.2,55,1012,4.75,4.77,2.96
0.5,Very Good,E,VVS2,62.6,59,2105,5.02,5.05,3.15
0.71,Ideal,E,SI1,62,56,2308,5.72,5.77,3.56
0.32,Very Good,I,VS1,59.8,60,505,4.44,4.46,2.66
0.43,Ideal,G,VVS1,62,55,1207,4.82,4.85,3
0.56,Ideal,I,VS2,62.1,54,1237,5.3,5.33,3.3
1.25,Ideal,I,SI2,61.8,56,5259,6.92,6.94,4.28
0.77,Very Good,J,SI1,62.3,58,1807,5.86,5.89,3.66
1.03,Ideal,F,VVS2,62,56,9413,6.48,6.45,4.01
0.54,Ideal,E,VS2,61.1,57,1825,5.24,5.26,3.21
0.51,Good,D,VS2,58,60,1831,5.26,5.29,3.06
2.01,Premium,I,SI2,63,56,11312,8.05,7.96,5.05
0.53,Ideal,G,VS1,61.5,57,1615,5.26,5.21,3.22
0.4,Ideal,H,VS2,61.6,57,800,4.71,4.74,2.91
0.72,Ideal,D,SI1,61.6,55,2731,5.75,5.8,3.56
0.41,Premium,G,VVS1,59.7,60,1074,4.83,4.85,2.89
0.5,Fair,J,VS1,66.8,57,949,4.89,4.84,3.25
0.51,Very Good,G,VVS2,61.7,58,1875,5.13,5.18,3.18
0.33,Premium,H,VS2,61.3,60,521,4.44,4.47,2.73
0.33,Ideal,D,VVS2,61.7,55,893,4.46,4.49,2.76
0.5,Premium,F,VS1,62,58,1838,5.1,5.03,3.14
0.8,Very Good,H,SI1,62.3,59,2670,5.95,6,3.72
1.01,Very Good,F,VS1,63.9,55,6679,6.28,6.36,4.04
0.38,Ideal,G,VS2,62.1,54.5,768,4.64,4.69,2.9
0.33,Ideal,G,IF,61,56,946,4.48,4.5,2.74
0.31,Ideal,G,VVS2,62.1,56,707,4.32,4.35,2.69
0.35,Ideal,G,IF,61.1,56,1044,4.54,4.59,2.79
1.21,Ideal,F,VS2,62.6,55,7826,6.8,6.75,4.24
0.46,Very Good,F,SI2,61.5,56,809,4.98,5.01,3.07
0.4,Premium,E,VVS2,61.4,56,1056,4.81,4.74,2.93
0.75,Premium,F,SI1,61.5,58,2683,5.83,5.87,3.6
0.7,Very Good,E,SI1,59.1,63,2184,5.89,5.81,3.46
0.52,Ideal,D,SI1,61.8,56,1605,5.18,5.15,3.19
0.86,Premium,H,VS2,61.3,59,3082,6.17,6.1,3.76
0.9,Ideal,D,SI1,61.2,55,5226,6.25,6.21,3.81
0.32,Ideal,H,VVS1,61.6,55,730,4.4,4.43,2.72
0.62,Ideal,I,VVS1,61.1,55,2207,5.52,5.57,3.39
1.01,Very Good,F,SI2,62.3,59,4384,6.31,6.37,3.95
0.42,Ideal,E,VVS1,62,55,1327,4.81,4.83,2.99
1.57,Premium,J,VS1,61.3,59,8595,7.44,7.47,4.57
0.73,Ideal,E,VS1,62.3,56,3370,5.75,5.8,3.6
0.36,Very Good,D,SI1,60.1,57,663,4.62,4.66,2.79
2.11,Fair,F,I1,67.6,57,7019,7.88,7.83,5.31
1,Good,H,SI1,63.7,60,4702,6.3,6.33,4.02
1.01,Very Good,E,VVS1,63.2,54,10498,6.41,6.31,4.02
0.59,Ideal,F,VS1,61.1,56,2140,5.43,5.47,3.33
0.31,Ideal,H,VVS1,61.5,56,907,4.38,4.34,2.68
1.53,Premium,G,SI2,61.3,59,8799,7.49,7.43,4.57
0.52,Ideal,G,VVS2,62.1,56,1911,5.14,5.17,3.2
1.64,Premium,H,SI1,59.2,58,10874,7.76,7.68,4.57
0.31,Ideal,F,VS2,61.9,55,757,4.35,4.37,2.7
1.01,Very Good,F,SI1,62.8,58,4759,6.35,6.43,4.01
1.29,Premium,D,SI2,59.4,62,6935,7.06,6.99,4.17
0.37,Ideal,E,VS2,61.5,56,811,4.59,4.62,2.83
0.41,Ideal,E,SI2,61.5,58,654,4.79,4.83,2.96
0.51,Good,D,SI2,64.2,56,1146,5.02,5.05,3.23
0.74,Very Good,H,SI2,63.1,56,2264,5.78,5.75,3.64
1.2,Good,G,SI2,62.1,60,5310,6.72,6.78,4.19
0.3,Premium,H,VS1,62.4,60,630,4.29,4.23,2.66
1,Ideal,G,VS2,62.4,59,6377,6.36,6.4,3.98
0.33,Ideal,D,SI1,62,56,728,4.47,4.44,2.76
1.44,Premium,E,I1,61.1,62,5161,7.23,7.15,4.39
0.56,Ideal,G,IF,62,56,2399,5.33,5.28,3.29
1.01,Very Good,E,VS2,62.6,56,6043,6.39,6.43,4.01
1.01,Premium,F,SI1,62.7,54,4276,6.42,6.37,4.01
0.81,Ideal,F,IF,61.5,55,6338,5.98,6.05,3.7
0.73,Very Good,D,SI1,63.1,57,2808,5.74,5.7,3.61
1.19,Good,G,VVS2,61.1,61,8995,6.86,6.83,4.18
0.36,Ideal,F,SI1,59.7,57,644,4.69,4.72,2.81
1.51,Premium,F,SI1,62.2,58,11374,7.32,7.27,4.54
0.34,Ideal,F,SI1,63,54,727,4.5,4.48,2.83
1.13,Very Good,J,SI1,63.5,59,4385,6.62,6.55,4.18
0.31,Ideal,D,SI1,62.6,56,571,4.33,4.36,2.72
1.01,Fair,G,I1,64.5,56,2287,6.32,6.26,4.06
0.31,Ideal,D,VS1,61.1,56,713,4.33,4.37,2.66
0.54,Premium,H,VS1,61.9,56,1637,5.29,5.24,3.26
2.2,Premium,I,SI2,62.4,55,16190,8.41,8.34,5.23
0.29,Ideal,F,VS1,61.6,56,555,4.26,4.31,2.64
0.72,Ideal,I,VS1,60.4,56,3005,5.8,5.86,3.52
0.78,Very Good,E,SI1,60.9,57,3055,5.93,5.97,3.62
1.2,Ideal,H,SI2,61,57,5610,6.84,6.9,4.19
1,Ideal,G,SI2,60.3,57,3528,6.51,6.45,3.91
0.33,Premium,I,VS1,61.1,59,521,4.44,4.47,2.72
0.7,Fair,G,VVS2,65.3,61,2710,5.58,5.48,3.61
1.03,Ideal,H,SI2,60.5,57,3692,6.58,6.52,3.96
0.62,Ideal,F,VS1,62.3,56,2073,5.43,5.46,3.39
0.31,Ideal,F,IF,61,56,1168,4.38,4.41,2.68
1.27,Premium,I,VS1,62.2,59,6415,6.87,6.92,4.29
0.7,Premium,G,VS1,61.4,59,2512,5.59,5.74,3.51
0.31,Ideal,E,VVS2,59.7,61,755,4.4,4.41,2.63
0.9,Very Good,F,SI1,63.4,62,3992,6.05,6,3.82
0.82,Premium,H,SI2,60.4,58,2629,6.11,6.07,3.68
2.28,Premium,H,SI1,59.3,58,13919,8.6,8.56,5.09
0.71,Premium,H,SI2,62.4,56,2028,5.7,5.64,3.54
1.13,Ideal,H,I1,61.1,56,3669,6.77,6.71,4.12
1.01,Premium,H,SI2,59.9,59,4242,6.51,6.48,3.89
0.53,Ideal,G,IF,61.8,57,2247,5.18,5.22,3.21
0.9,Premium,G,SI1,60.6,61,3407,6.16,6.12,3.72
0.9,Very Good,F,VS1,60.7,57,5242,6.16,6.23,3.76
0.33,Ideal,H,SI1,61.7,55,564,4.43,4.46,2.74
1.04,Ideal,G,VS2,62,59,6286,6.43,6.5,4.01
0.75,Fair,J,SI1,55,66,1827,6.2,6.04,3.37
0.54,Ideal,F,VS2,62.3,56,1662,5.17,5.2,3.23
0.4,Very Good,H,SI1,62.8,59,666,4.67,4.69,2.94
1,Premium,D,SI1,62.5,59,5775,6.32,6.38,3.97
2,Very Good,J,SI2,62.8,57,11510,8.02,8.05,5.04
0.31,Ideal,E,VS2,61.8,55,872,4.35,4.33,2.68
0.24,Ideal,F,VVS1,60.8,55,678,4.03,4.06,2.46
0.35,Premium,I,VS1,60.7,62,709,4.59,4.53,2.77
0.5,Very Good,D,VS1,59.8,58,1893,5.12,5.14,3.07
0.3,Premium,H,SI1,60.9,59,554,4.31,4.29,2.62
2.01,Premium,F,SI2,62,60,11903,7.88,7.82,4.87
0.3,Ideal,D,VS2,60.8,57,710,4.33,4.38,2.65
0.6,Ideal,E,SI2,62.5,57,1385,5.37,5.39,3.36
1.02,Premium,F,I1,59.6,59,2452,6.51,6.45,3.87
1.15,Ideal,I,SI1,62.3,57,4925,6.74,6.67,4.18
0.32,Ideal,F,VS2,61.7,55,645,4.4,4.41,2.72
1.05,Premium,F,SI2,62.8,55,4363,6.55,6.48,4.09
0.7,Very Good,D,VS2,61.2,60,3131,5.73,5.77,3.52
2.14,Premium,I,VS2,59.3,59,15559,8.43,8.39,5
2.02,Ideal,H,SI1,62.4,58,17141,8.07,8.03,5.02
0.33,Premium,D,SI2,62.1,58,492,4.4,4.43,2.74
1,Fair,H,SI2,66.1,59,3472,6.18,6.13,4.07
1.18,Ideal,D,I1,61.5,62,3886,6.88,6.73,4.19
0.4,Ideal,F,VVS1,62.3,54,1168,4.75,4.78,2.97
0.71,Premium,H,VS2,62.8,56,2531,5.75,5.68,3.59
0.5,Premium,G,SI2,62.4,61,863,5.02,4.98,3.12
1.03,Ideal,D,SI2,62.8,56,4764,6.46,6.43,4.05
0.71,Very Good,H,SI2,63.7,56,1972,5.62,5.65,3.59
0.32,Ideal,D,VS2,61.9,57,972,4.39,4.37,2.71
0.8,Premium,G,SI2,59.7,62,2484,6.02,5.98,3.58
0.56,Ideal,F,SI1,61.5,55,1334,5.3,5.34,3.27
0.3,Ideal,J,VVS2,62,54,413,4.3,4.34,2.68
1.11,Ideal,H,SI2,61.3,55,4662,6.73,6.65,4.1
1,Very Good,E,SI2,62.8,59,4125,6.3,6.34,3.97
2,Good,H,SI1,63.3,59,17600,7.96,8.03,5.06
1.24,Very Good,H,VVS2,61.3,55,8438,6.94,6.96,4.26
0.54,Ideal,G,VVS2,61,56,1985,5.25,5.3,3.22
0.9,Very Good,F,SI2,62.6,56,3368,6.13,6.17,3.85
0.33,Premium,H,IF,60.3,59,1114,4.49,4.47,2.7
0.27,Ideal,H,VS1,61.6,56,480,4.16,4.19,2.57
0.7,Premium,H,VS2,61.7,59,2010,5.66,5.68,3.5
1.18,Ideal,E,SI2,60.8,57,4885,6.89,6.83,4.17
1.02,Very Good,G,SI2,62.9,59,4291,6.38,6.4,4.02
1,Good,D,SI1,60.4,64,5096,6.39,6.3,3.83
0.81,Very Good,F,SI1,62.2,56,3308,5.97,5.99,3.72
0.51,Ideal,G,VS2,62.3,54,1660,5.17,5.12,3.21
1.06,Ideal,E,SI2,60.9,57,5147,6.58,6.62,4.02
0.74,Very Good,G,SI1,61.6,58,2690,5.78,5.81,3.57
1.01,Ideal,G,IF,61.5,58,8869,6.44,6.47,3.97
0.7,Good,F,VS2,63.8,60,2290,5.61,5.52,3.55
1.5,Premium,H,VS2,60,62,11322,7.41,7.38,4.44
1.63,Ideal,H,SI1,61.8,57,12910,7.5,7.54,4.64
1.03,Ideal,H,SI2,62.4,57,3172,6.43,6.36,4
1.5,Premium,F,I1,62.6,57,4096,7.33,7.21,4.55
0.9,Good,F,SI2,63.9,55,3453,6.15,6.12,3.92
0.4,Premium,G,SI1,62.8,60,900,4.7,4.66,2.94
1.01,Good,F,VS2,60.1,60,5902,6.46,6.51,3.9
0.69,Very Good,G,VVS1,60.8,55,3323,5.74,5.77,3.5
0.91,Good,I,VS2,58,62,3747,6.32,6.38,3.68
1.14,Premium,D,I1,61.8,59,4022,6.74,6.62,4.13
0.36,Ideal,D,SI1,62.5,56,851,4.57,4.55,2.85
